,ndcg@1000,map@1000,precision@20
minfolabTH,0.01084949129741028,0.010105031593514197,0.020999999999999852
DGEWU,0.014261557177558004,0.014723913813077416,0.02699999999999997
cbnuSA3,0.041346895193821676,0.03266181644885374,0.08499999999999996
Run3,0.009315081911890958,0.0035532489638648917,0.019000000000000003
DGEWS,0.015958351582882224,0.01400908652226325,0.023000000000000076
DGES,0.03280643369661024,0.028064053981726594,0.03599999999999995
RA,-0.012392263413694649,-0.00011071895751121885,-0.12699999999999995
UDInfoPMSA1,-0.050688762601654225,-0.05714383301044246,-0.12500000000000006
PBL,-0.04982757599852894,-0.05300555038777022,-0.18399999999999994
SS,0.004755895156904666,0.02141691792342848,-0.05199999999999999
mayomedcreat,0.04657233933302646,0.04490490212002428,0.07200000000000001
BM25+d-gm,-0.03338617844579023,-0.031111862883307695,-0.07799999999999996
BM25+d+gm,-0.015007181729082109,-0.022440719146067073,-0.049000000000000044
BM25-d-gm,-0.03799831975151158,-0.04258021445286225,-0.10099999999999992
BM25-d+gm,-0.021439717677517955,-0.0377260210349156,-0.08999999999999997
